"","organization","project","project_id","location","location_id","recording_date_time","recording_id","task_method","task_id","is_complete","species_code","species_common_name","species_scientific_name","species_class","detection_time","task_duration","tag_duration","min_tag_freq","max_tag_freq","tag_id","individual_order","vocalization","abundance","tag_rating","tag_is_verified","clip_channel_used","observer","observer_id","verifier_id","needs_review","left_full_freq_tag_rms_peak_dbfs","left_full_freq_tag_rms_trough_dbfs","left_full_freq_tag_pk_count","left_full_freq_tag_dc_offset","left_full_freq_tag_min_level","left_full_freq_tag_max_level","left_full_freq_tag_peak_level_dbfs","left_freq_filter_tag_rms_peak_dbfs","left_freq_filter_tag_rms_trough_dbfs","left_freq_filter_tag_pk_count","left_freq_filter_tag_dc_offset","left_freq_filter_tag_min_level","left_freq_filter_tag_max_level","left_freq_filter_tag_peak_level_dbfs","right_full_freq_tag_rms_peak_dbfs","right_full_freq_tag_rms_trough_dbfs","right_full_freq_tag_pk_count","right_full_freq_tag_dc_offset","right_full_freq_tag_min_level","right_full_freq_tag_max_level","right_full_freq_tag_peak_level_dbfs","right_freq_filter_tag_rms_peak_dbfs","right_freq_filter_tag_rms_trough_dbfs","right_freq_filter_tag_pk_count","right_freq_filter_tag_dc_offset","right_freq_filter_tag_min_level","right_freq_filter_tag_max_level","right_freq_filter_tag_peak_level_dbfs","tagged_in_wildtrax","media_url","spectrogram_url","clip_url"
"1597","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",25.1,180,0.75,"2.94kHz","3.50kHz",5231341,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-32.65,-33.83,2,0.019992,-0.002808,0.044739,-26.99,-39.41,-46.1,2,0,-0.018616,0.018524,-34.6,-35.43,-39.11,2,0.009169,-0.02356,0.045868,-26.77,-37.92,-43.5,2,0,-0.026672,0.026581,-31.48,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/d8b9732a7353433885e821c40b8a7aea.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/6ba8e60ba6ec4b99b5435ebfd8276f45.flac"
"1598","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","CHSP","Chipping Sparrow","SPIZELLA PASSERINA","Aves",28.98,180,1.46,"2.99kHz","5.87kHz",5231144,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-33.01,-34.41,2,0.019969,-0.003754,0.045105,-26.92,-46.07,-49,3,0,-0.02066,0.019867,-33.7,-37.38,-40.44,2,0.00915,-0.017944,0.039856,-27.99,-43.89,-46.58,2,0,-0.02417,0.024261,-32.3,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/7f1da6a57ff54205bff6853f0510cd3c.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/5569bb023501436685d9df78a1e3e2cd.flac"
"1599","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","RBNU","Red-breasted Nuthatch","SITTA CANADENSIS","Aves",37.91,180,0.98,"1.85kHz","2.73kHz",5231160,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.27,-34.41,2,0.020061,0.008911,0.031921,-29.92,-66.36,-70.74,3,0,-0.002014,0.001648,-53.92,-38.36,-41.61,2,0.009162,-0.003418,0.024261,-32.3,-63.64,-69.11,2,0,-0.002197,0.002289,-52.81,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/a6df07546e594914ada429af50cd30b0.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/32a6e40b7e614865b3257bb04e5c11e4.flac"
"1600","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","AMRE","American Redstart","SETOPHAGA RUTICILLA","Aves",39.73,180,1.09,"3.24kHz","5.67kHz",5231161,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"t",-33.21,-34.26,2,0.020173,0.008972,0.030975,-30.18,-56.89,-62.57,3,0,-0.004272,0.004211,-47.39,-38.89,-42.06,2,0.009282,-0.002533,0.02005,-33.96,-54.86,-61.69,2,0,-0.006165,0.005829,-44.2,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/1701ba1494b944d788522cd3ec51fc2d.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/3c351e58e6574ef49f38ab87761258f4.flac"
"1601","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","OCWA","Orange-crowned Warbler","LEIOTHLYPIS CELATA","Aves",63.04,180,0.94,"4.74kHz","6.49kHz",5231156,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.09,-34.49,2,0.020042,0.009613,0.03009,-30.43,-61.48,-65.65,2,0,-0.002777,0.002838,-50.94,-39.02,-41.84,2,0.008963,-0.004852,0.0224,-33,-58.35,-64.27,2,0,-0.003662,0.003754,-48.51,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/a1e6353b11314b60affc8fa7c1da7d32.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/9241185d90424d539140f9d71273458c.flac"
"1602","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","HETH","Hermit Thrush","CATHARUS GUTTATUS","Aves",66.23,180,0.38,"1.91kHz","2.58kHz",5231331,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.56,-34.46,2,0.020019,0.008972,0.031189,-30.12,-58.29,-65.24,2,-1e-06,-0.002686,0.002686,-51.42,-39.04,-41.23,2,0.009264,-0.006256,0.026062,-31.68,-55.54,-62.87,2,-1e-06,-0.003754,0.003784,-48.44,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/49ac29c22b0b4ffb8aa5a8e8c9b53fe8.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/52258f3728524a83a9027548b47bad60.flac"
"1603","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","WAVI","Warbling Vireo","VIREO GILVUS","Aves",69.36,180,1.03,"1.75kHz","5.87kHz",5231332,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.5,-34.36,2,0.020068,0.010162,0.030029,-30.45,-56.34,-61.33,2,-1e-06,-0.005249,0.00473,-45.6,-39.33,-41.7,2,0.008985,-0.00412,0.025269,-31.95,-52.02,-59.44,2,0,-0.008484,0.008423,-41.43,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/e88e26945dff4a90b95c347d8e33746e.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/753f8901ea22450083282db17c2bb24a.flac"
"1604","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",94.89,180,0.31,"2.99kHz","5.97kHz",5231319,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.42,-34.43,2,0.020264,0.00412,0.033905,-29.39,-56.78,-59.84,2,-1e-06,-0.013672,0.013306,-37.28,-39.02,-42.14,2,0.008998,-0.010986,0.026794,-31.44,-53.21,-57.12,2,-1e-06,-0.019012,0.018738,-34.42,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/c4339fb984f24dec99337c344e5b268a.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/b9951436456d4f3f856d570ef51b1812.flac"
"1605","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","SWTH","Swainson's Thrush","CATHARUS USTULATUS","Aves",114.2,180,0.94,"1.18kHz","3.86kHz",5231321,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.09,-34.53,2,0.020028,0.009857,0.031677,-29.99,-60.89,-63.06,2,-1e-06,-0.007507,0.003876,-42.49,-38.04,-41.33,2,0.00919,-0.00293,0.023285,-32.66,-57.27,-60.97,2,-1e-06,-0.005585,0.005127,-45.06,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/9237a380c67c42988a5562ae5b47af5b.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/d3263e111f9747fabb5a3a9f4863952a.flac"
"1606","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",116.36,180,0.3,"3.50kHz","5.72kHz",5231322,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.45,-33.76,2,0.020079,0.010681,0.030914,-30.2,-60.28,-62.6,2,-1e-06,-0.004913,0.004822,-46.17,-39.36,-40.02,2,0.009088,-0.003479,0.021667,-33.28,-57.03,-59.99,2,0,-0.01062,0.010559,-39.48,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/c25b6e2111824ed099b730541cc8171a.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/72b698af94f445c4bc7bb407b5d5671e.flac"
"1607","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",118.99,180,1.19,"2.78kHz","3.40kHz",5231339,3,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-33.32,-34.22,2,0.020197,0.008331,0.030334,-30.36,-60.37,-66.6,2,0,-0.002899,0.002899,-50.75,-38.48,-41.61,2,0.009038,-0.004211,0.023163,-32.7,-56.96,-62.37,3,0,-0.00415,0.00412,-47.64,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/99cc04db6f1b472bb94f8d18f42c666a.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/b046928cc37d4bd08be62bef9db55b12.flac"
"1608","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","WAVI","Warbling Vireo","VIREO GILVUS","Aves",122.23,180,0.76,"2.11kHz","4.48kHz",5231323,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.4,-34.26,2,0.020115,0.010406,0.02951,-30.6,-62.67,-65.31,2,-1e-06,-0.004852,0.003143,-46.28,-39.44,-41.91,2,0.009155,-0.002075,0.019287,-34.29,-61.35,-64.65,2,0,-0.003479,0.002991,-49.17,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/1439499b6e8a46cc84ff4d93d0b96434.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/059634000cf04856a87480680172d36a.flac"
"1609","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","SWTH","Swainson's Thrush","CATHARUS USTULATUS","Aves",128.34,180,1.24,"1.29kHz","4.33kHz",5231359,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.4,-34.26,2,0.020183,0.009125,0.029724,-30.54,-55.3,-62.04,2,-1e-06,-0.006805,0.005066,-43.34,-39.02,-41.51,2,0.009132,-0.003632,0.022308,-33.03,-50.17,-61.06,2,0,-0.008087,0.007904,-41.84,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/1fed963317384ca49717b98b5a27873f.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/94401e6b74c8475da6e5501b6ff17e27.flac"
"1610","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","WETA","Western Tanager","PIRANGA LUDOVICIANA","Aves",141.36,180,1.01,"2.32kHz","3.61kHz",5231324,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.36,-34.38,2,0.020075,0.009949,0.029907,-30.48,-63.38,-67.91,3,0,-0.002411,0.002228,-52.36,-38.43,-42.15,2,0.009324,-0.001373,0.02121,-33.47,-56.97,-65.13,2,0,-0.004913,0.005005,-46.01,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/414b326a7bc841cc907988f5c38cb2b9.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/210a50e86235494caa1163a134f337ba.flac"
"1611","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","OCWA","Orange-crowned Warbler","LEIOTHLYPIS CELATA","Aves",145.58,180,1.68,"3.66kHz","6.08kHz",5231146,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-33.28,-34.65,2,0.020092,0.00943,0.032013,-29.89,-52.7,-64.54,2,0,-0.008362,0.008331,-41.55,-38.71,-42.52,2,0.009191,-0.005463,0.021332,-33.42,-52.67,-64.16,2,0,-0.007782,0.007629,-42.18,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/7b74681d4f8c46c69e512df9453c7abd.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/87ed87b71d1d43b397f340bb7a2f3700.flac"
"1612","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-23 05:08:00",2757441,"1SPT",2499610,"t","PISI","Pine Siskin","SPINUS PINUS","Aves",167.09,180,0.33,"3.19kHz","5.82kHz",5231325,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.95,-34.31,2,0.020102,0.010468,0.029602,-30.57,-61.51,-64.08,2,-1e-06,-0.003784,0.00354,-48.44,-40.1,-42.06,2,0.008943,-0.006714,0.021423,-33.38,-60.12,-63.05,2,0,-0.003754,0.003479,-48.51,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2499610","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/4ac92889dba148169d715d4e3cb27f2d.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/ed5d532f-4b90-46f3-8ebb-449d60b7b461/4abf5dad639449c7a26223c3ad6ca83c.flac"
"1613","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",5.1,180,0.55,"4.17kHz","7.31kHz",5238686,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.33,-34.63,2,0.020114,0.008698,0.030212,-30.4,-62.11,-64.67,2,-1e-06,-0.004272,0.00293,-47.39,-39.26,-42.36,2,0.008799,-0.003204,0.022369,-33.01,-59.51,-65.04,2,0,-0.003632,0.003632,-48.8,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/56f5b109747b4d2db8fad9f44126d00c.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/260069d7eb9249c0aee46871221e7d03.flac"
"1614","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",5.7,180,0.28,"2.68kHz","5.46kHz",5238687,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.44,-33.65,2,0.020428,0.006348,0.031464,-30.04,-60.19,-61.38,2,-2e-06,-0.009247,0.009613,-40.34,-40.14,-40.8,2,0.008846,-0.006683,0.020691,-33.68,-58.6,-60.03,2,-1e-06,-0.009827,0.010406,-39.65,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/e0aa73e8e8314316bb2df37178e7da45.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/1f03b00866ba4966a1d668446bdc4e79.flac"
"1615","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",43.6,180,3.64,"2.58kHz","5.25kHz",5238143,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-30.68,-34.3,2,0.020078,-0.02298,0.058868,-24.6,-33.9,-53.99,2,0,-0.037415,0.037292,-28.54,-32.47,-41.33,2,0.00864,-0.037994,0.05249,-25.6,-33.11,-51.81,2,0,-0.042023,0.041351,-27.53,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/a2aedef1cad348919357e50cfd4d9671.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/c0d897b5f38042a685bd082877fdcde2.flac"
"1616","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",53.24,180,1.03,"3.50kHz","4.74kHz",5238146,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-33.31,-34.47,2,0.019841,0.009247,0.031372,-30.07,-60.79,-67.69,2,0,-0.002625,0.002502,-51.62,-39.07,-41.7,2,0.008531,-0.004791,0.02124,-33.46,-63.53,-67.6,2,0,-0.001953,0.001953,-54.19,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/e5f113ecead449fca983038b58ddf7ae.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/cccf9a4c566a4e7d989813006512bd87.flac"
"1617","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","DEJU","Dark-eyed Junco","JUNCO HYEMALIS","Aves",60.81,180,0.76,"4.69kHz","6.13kHz",5238680,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.56,-34.31,2,0.020027,0.009003,0.029877,-30.49,-66.45,-68.21,2,0,-0.001862,0.001862,-54.6,-39.15,-42.33,2,0.008733,-0.001556,0.021057,-33.53,-64.21,-66.78,3,0,-0.00235,0.002411,-52.36,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/8f41cc137eba4f3f917fa25b7b95b2da.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/dc1f266e170c45a38f04b1e4fd463529.flac"
"1618","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",69.26,180,2.44,"3.24kHz","5.36kHz",5238145,3,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.34,-34.51,2,0.020023,0.009247,0.030853,-30.21,-59.97,-64.98,2,0,-0.003693,0.003357,-48.65,-39.46,-42.28,2,0.008754,-0.001984,0.020508,-33.76,-56.41,-64.95,3,0,-0.003479,0.003693,-48.65,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/c598342005bf4e44950b21007f5b24a5.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/655306493b724aad9fbcc8e477fbfa75.flac"
"1619","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","WETA","Western Tanager","PIRANGA LUDOVICIANA","Aves",80.36,180,1.95,"1.60kHz","3.61kHz",5238681,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.01,-34.66,2,0.020222,0.006866,0.032257,-29.83,-63.28,-65.81,2,0,-0.005127,0.00293,-45.8,-38.17,-42.11,2,0.008629,-0.005005,0.024078,-32.37,-60.36,-65.32,2,0,-0.00415,0.004333,-47.26,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/027a42b5487f41bc904ca419b1434fd2.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/4b53c358b1de43e6b1cda55257e95fb8.flac"
"1620","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","SWTH","Swainson's Thrush","CATHARUS USTULATUS","Aves",92.95,180,0.69,"1.80kHz","3.91kHz",5238688,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.44,-34.42,2,0.02008,0.009399,0.030792,-30.23,-62.62,-64.82,2,-1e-06,-0.005585,0.003998,-45.06,-39.41,-42.72,2,0.00842,-0.005798,0.022156,-33.09,-62.09,-64.34,2,0,-0.002777,0.002655,-51.13,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/38118e9729bf44a7bec5097881b88d87.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/8dccea0b37fa4b2d99107064b28243bf.flac"
"1621","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",97.36,180,2.96,"2.47kHz","3.66kHz",5238144,4,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-33.16,-34.45,2,0.020137,0.007263,0.032654,-29.72,-52.88,-65.93,2,0,-0.005157,0.005188,-45.7,-38.09,-42.58,2,0.008637,-0.01178,0.028381,-30.94,-43.38,-62.77,2,0,-0.012512,0.012421,-38.05,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/01afbbf079f6484a9ee292cd66cde163.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/84c413244b7f45a5ae530f6ff9e6de74.flac"
"1622","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2024",2967,"MUS124-FR-C",492656,"2024-06-25 07:09:00",2868034,"1SPT",2597941,"t","SWTH","Swainson's Thrush","CATHARUS USTULATUS","Aves",106.28,180,1.16,"0.98kHz","4.12kHz",5238682,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-32.76,-34.58,2,0.020087,-0.006653,0.047211,-26.52,-48.25,-59.09,2,-1e-06,-0.012421,0.012054,-38.12,-35.66,-42.05,2,0.008506,-0.03183,0.049561,-26.1,-42.59,-56.82,2,-1e-06,-0.025635,0.026215,-31.63,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2597941","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/221c8d7e2fe4482eb531648c0916785b.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/215a3c71-c702-47de-9543-43bdf1538a6d/1a62d526e1fc4342b3d2af9f5fe640b8.flac"
